og_id	cog	cog_name	ko	ko_name	pfams	pfam_names	n_genes	n_genomes	prevalence	cog_support	cog_coverage	top_cog_rate	cog_gene	cog_letter	cog_category	ko_support	ko_coverage	top_ko_rate	pfam_coverage	n_pfam_types
OG0000360	COG5352	Transcription factor GcrA interacting with sigma70	K13583	GcrA cell cycle regulator	PF07750.14	GcrA	506	506	0.933579335793358	506	1	1	GcrA	K	Transcription	506	1	1	1	1
OG0000361	COG0489	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	K03593	ATP-binding protein involved in chromosome partitioning	PF10609.12,PF01883.22	ParA,FeS_assembly_P	506	504	0.9298892988929889	503	1	0.9940711462450593	Mrp	D	Cell cycle control, cell division, chromosome partitioning	503	0.9940711462450593	0.9940711462450593	1	2
OG0000362	COG0276	Protoheme ferro-lyase (ferrochelatase)	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	PF00762.22	Ferrochelatase	506	506	0.933579335793358	506	1	1	HemH	H	Coenzyme transport and metabolism	506	1	1	1	1
OG0000363	COG0070	Glutamate synthase domain 3	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	PF01493.22,PF01645.20,PF04898.17,PF00310.24	GXGXG,Glu_synthase,Glu_syn_central,GATase_2	506	499	0.9206642066420664	500	1	0.9881422924901185	GltB3	E	Amino acid transport and metabolism	470	0.9288537549407114	0.9288537549407114	0.9980237154150198	4
OG0000364	COG2223	Nitrate/nitrite transporter NarK	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	PF07690.19	MFS_1	506	504	0.9298892988929889	213	0.8478260869565217	0.4209486166007905	NarK	P	Inorganic ion transport and metabolism	500	0.9881422924901185	0.9881422924901185	0.9782608695652174	1
OG0000365	COG0179	Oxaloacetate decarboxylase and tautomerase, fumarylacetoacetate (FAA) hydrolase family	K18336	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]	PF01557.21	FAA_hydrolase	506	449	0.8284132841328413	506	1	1	FAHD1	C	Energy production and conversion	396	0.782608695652174	0.782608695652174	1	1
OG0000366	COG1734	RNA polymerase-binding transcription factor DksA	K06204	DnaK suppressor protein	PF01258.20	zf-dskA_traR	506	503	0.9280442804428044	506	1	1	DksA	K	Transcription	506	1	1	1	1
OG0000367	COG0595	mRNA degradation ribonuclease J1/J2	K12574	ribonuclease J [EC:3.1.-.-]	PF17770.4,PF07521.15,PF12706.10,PF00753.30	RNase_J_C,RMMBL,Lactamase_B_2,Lactamase_B	506	504	0.9298892988929889	506	1	1	RnjA	J	Translation, ribosomal structure and biogenesis	504	0.9960474308300395	0.9960474308300395	0.9980237154150198	4
OG0000368	COG0320	Lipoate synthase	K03644	lipoyl synthase [EC:2.8.1.8]	PF04055.24,PF16881.8	Radical_SAM,LIAS_N	506	499	0.9206642066420664	506	1	1	LipA	H	Coenzyme transport and metabolism	501	0.9901185770750988	0.9901185770750988	0.9841897233201581	2
OG0000369	COG3761	NADH:ubiquinone oxidoreductase NDUFA12 subunit (Leigh syndrome)	NA	No Annotation	PF05071.19	NDUFA12	506	506	0.933579335793358	506	1	1	NDUFA12	C	Energy production and conversion	0	0	0	1	1
OG0000370	COG0157	Nicotinate-nucleotide pyrophosphorylase	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	PF01729.22,PF02749.19	QRPTase_C,QRPTase_N	506	503	0.9280442804428044	506	1	1	NadC	H	Coenzyme transport and metabolism	487	0.9624505928853755	0.9624505928853755	1	2
OG0000371	COG1610	Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity	K09117	uncharacterized protein	PF09424.13	YqeY	506	505	0.9317343173431735	506	1	1	YqeY	R	General function prediction only	505	0.9980237154150198	0.9980237154150198	1	1
OG0000372	COG0151	Phosphoribosylamine-glycine ligase	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	PF01071.22,PF02843.19,PF02844.18	GARS_A,GARS_C,GARS_N	506	502	0.9261992619926199	506	1	1	PurD	F	Nucleotide transport and metabolism	502	0.9920948616600791	0.9920948616600791	1	3
OG0000373	COG0166	Glucose-6-phosphate isomerase	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	PF00342.22	PGI	506	497	0.9169741697416974	504	0.9960474308300395	0.9960474308300395	Pgi	G	Carbohydrate transport and metabolism	1	0.001976284584980237	0.001976284584980237	0.974308300395257	1
OG0000374	COG3705	ATP phosphoribosyltransferase regulatory subunit HisZ	NA	No Annotation	PF13393.9	tRNA-synt_His	506	501	0.9243542435424354	493	0.9940711462450593	0.974308300395257	HisZ	E	Amino acid transport and metabolism	0	0	0	0.9901185770750988	1
OG0000375	NA	No Annotation	NA	No Annotation	PF10984.11	DUF2794	506	505	0.9317343173431735	0	0	0	NA	NA	No Annotation	0	0	0	1	1
OG0000376	COG0322	Excinuclease UvrABC, nuclease subunit	K03703	excinuclease ABC subunit C	PF08459.14,PF02151.22,PF01541.27,PF12826.10,PF14520.9	UvrC_RNaseH_dom,UVR,GIY-YIG,HHH_2,HHH_5	505	498	0.9188191881918819	505	1	1	UvrC	L	Replication, recombination and repair	496	0.9821782178217822	0.9821782178217822	1	5
OG0000377	COG0539	Ribosomal protein S1	K02945	small subunit ribosomal protein S1	PF00575.26	S1	505	498	0.9188191881918819	502	0.994059405940594	0.994059405940594	RpsA	J	Translation, ribosomal structure and biogenesis	494	0.9782178217821782	0.9782178217821782	0.9821782178217822	1
OG0000378	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	PF07992.17,PF02852.25	Pyr_redox_2,Pyr_redox_dim	505	492	0.9077490774907749	505	1	1	Lpd	C	Energy production and conversion	484	0.9603960396039604	0.9584158415841584	1	2
OG0000379	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	PF13537.9,PF00156.30	GATase_7,Pribosyltran	505	500	0.922509225092251	505	1	1	PurF	F	Nucleotide transport and metabolism	498	0.9861386138613861	0.9861386138613861	0.9801980198019802	2
OG0000380	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	K02204	homoserine kinase type II [EC:2.7.1.39]	PF01636.26	APH	505	502	0.9261992619926199	503	0.998019801980198	0.996039603960396	SrkA	T	Signal transduction mechanisms	501	0.9920792079207921	0.9920792079207921	0.994059405940594	1
OG0000381	COG0822	Fe-S cluster assembly scaffold protein IscU, NifU family	K04488	nitrogen fixation protein NifU and related proteins	PF01592.19	NifU_N	505	505	0.9317343173431735	505	1	1	IscU	O	Posttranslational modification, protein turnover, chaperones	483	0.9564356435643564	0.9564356435643564	0.9881188118811881	1
OG0000382	COG4567	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains	K15012	two-component system, response regulator RegA	PF00072.27	Response_reg	505	504	0.9298892988929889	504	1	0.998019801980198	NA	T	Signal transduction mechanisms	504	0.998019801980198	0.998019801980198	0.998019801980198	1
OG0000383	COG0791	Cell wall-associated hydrolase, NlpC_P60 family	NA	No Annotation	PF00877.22,PF18348.4,PF08239.14	NLPC_P60,SH3_16,SH3_3	505	499	0.9206642066420664	499	0.996039603960396	0.9881188118811881	NlpC	M	Cell wall/membrane/envelope biogenesis	0	0	0	0.994059405940594	3
OG0000384	COG0211	Ribosomal protein L27	K02899	large subunit ribosomal protein L27	PF01016.22	Ribosomal_L27	505	505	0.9317343173431735	505	1	1	RpmA	J	Translation, ribosomal structure and biogenesis	505	1	1	1	1
OG0000385	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	K09710	ribosome-associated protein	PF02410.18	RsfS	505	504	0.9298892988929889	505	1	1	RsfS	J	Translation, ribosomal structure and biogenesis	503	0.996039603960396	0.996039603960396	1	1
OG0000386	COG0341	Preprotein translocase subunit SecF	K03074	preprotein translocase subunit SecF	PF02355.19,PF07549.17	SecD_SecF,Sec_GG	505	505	0.9317343173431735	505	1	1	SecF	U	Intracellular trafficking, secretion, and vesicular transport	495	0.9801980198019802	0.9801980198019802	1	2
OG0000387	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	K04087	modulator of FtsH protease HflC	PF01145.28	Band_7	505	503	0.9280442804428044	504	0.998019801980198	0.998019801980198	HflC	O	Posttranslational modification, protein turnover, chaperones	501	0.9920792079207921	0.9920792079207921	0.996039603960396	1
OG0000388	COG0193	Peptidyl-tRNA hydrolase	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	PF01195.22	Pept_tRNA_hydro	505	505	0.9317343173431735	505	1	1	Pth	J	Translation, ribosomal structure and biogenesis	505	1	1	1	1
OG0000389	COG0164	Ribonuclease HII	K03470	ribonuclease HII [EC:3.1.26.4]	PF01351.21	RNase_HII	505	504	0.9298892988929889	505	1	1	RnhB	L	Replication, recombination and repair	504	0.998019801980198	0.998019801980198	1	1
OG0000390	COG1196	Chromosome segregation ATPase Smc	K03529	chromosome segregation protein	PF02463.22	SMC_N	505	498	0.9188191881918819	505	1	1	Smc	D	Cell cycle control, cell division, chromosome partitioning	471	0.9326732673267327	0.9326732673267327	1	1
OG0000391	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	K02109	F-type H+-transporting ATPase subunit b	PF00430.21,PF03538.17	ATP-synt_B,VRP1	505	505	0.9317343173431735	504	0.998019801980198	0.998019801980198	AtpF	C	Energy production and conversion	498	0.9861386138613861	0.9861386138613861	0.9920792079207921	2
OG0000392	COG2220	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	PF12706.10,PF00355.29,PF13483.9	Lactamase_B_2,Rieske,Lactamase_B_3	505	486	0.8966789667896679	503	0.996039603960396	0.996039603960396	UlaG	G	Carbohydrate transport and metabolism	482	0.9564356435643564	0.9544554455445544	0.9722772277227723	3
OG0000393	COG0126	3-phosphoglycerate kinase	K00927	phosphoglycerate kinase [EC:2.7.2.3]	PF00162.22,PF06792.14	PGK,UPF0261	505	500	0.922509225092251	504	1	0.998019801980198	Pgk	G	Carbohydrate transport and metabolism	501	0.9920792079207921	0.9920792079207921	1	2
OG0000394	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	K04088	modulator of FtsH protease HflK	PF01145.28,PF12221.11	Band_7,HflK_N	505	502	0.9261992619926199	505	1	1	HflC	O	Posttranslational modification, protein turnover, chaperones	503	0.996039603960396	0.996039603960396	0.996039603960396	2
OG0000395	COG5405	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	PF00227.29	Proteasome	505	503	0.9280442804428044	505	1	1	HslV	O	Posttranslational modification, protein turnover, chaperones	504	0.998019801980198	0.998019801980198	0.998019801980198	1
OG0000396	COG1952	Preprotein translocase subunit SecB	K03071	preprotein translocase subunit SecB	PF02556.17	SecB	505	502	0.9261992619926199	393	0.7782178217821782	0.7782178217821782	SecB	U	Intracellular trafficking, secretion, and vesicular transport	499	0.9881188118811881	0.9881188118811881	0.998019801980198	1
OG0000397	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	PF00590.23	TP_methylase	505	497	0.9169741697416974	494	0.9782178217821782	0.9782178217821782	RsmI	J	Translation, ribosomal structure and biogenesis	490	0.9702970297029703	0.9702970297029703	0.9702970297029703	1
OG0000398	COG0192	S-adenosylmethionine synthetase	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	PF02773.19,PF02772.19,PF00438.23	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N	505	502	0.9261992619926199	505	1	1	MetK	H	Coenzyme transport and metabolism	505	1	1	0.998019801980198	3
OG0000399	COG0816	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor	K07447	putative pre-16S rRNA nuclease [EC:3.1.-.-]	PF03652.18	RuvX	505	505	0.9317343173431735	505	1	1	YqgF	J	Translation, ribosomal structure and biogenesis	505	1	1	1	1
OG0000400	COG3088	Cytochrome c-type biogenesis protein CcmH/NrfF	K02200	cytochrome c-type biogenesis protein CcmH	PF03918.17	CcmH	505	502	0.9261992619926199	504	0.998019801980198	0.998019801980198	NrfF	C	Energy production and conversion	501	0.9920792079207921	0.9920792079207921	0.996039603960396	1
OG0000401	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	PF00501.31,PF13193.9	AMP-binding,AMP-binding_C	504	470	0.8671586715867159	486	0.996031746031746	0.9642857142857143	FAA1	I	Lipid transport and metabolism	435	0.8630952380952381	0.8630952380952381	0.9900793650793651	2
OG0000402	COG0036	Pentose-5-phosphate-3-epimerase	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	PF00834.22,PF01116.23	Ribul_P_3_epim,F_bP_aldolase	504	503	0.9280442804428044	504	1	1	Rpe	G	Carbohydrate transport and metabolism	498	0.9880952380952381	0.9880952380952381	1	2
OG0000403	COG0040	ATP phosphoribosyltransferase	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	PF01634.21	HisG	504	503	0.9280442804428044	504	1	1	HisG	E	Amino acid transport and metabolism	80	0.15873015873015872	0.15873015873015872	0.998015873015873	1
OG0000404	COG0128	5-enolpyruvylshikimate-3-phosphate synthase	K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	PF00275.23,PF02224.21	EPSP_synthase,Cytidylate_kin	504	501	0.9243542435424354	504	1	1	AroA	E	Amino acid transport and metabolism	496	0.9841269841269841	0.9841269841269841	0.998015873015873	2
OG0000405	COG0260	Leucyl aminopeptidase	K01255	leucyl aminopeptidase [EC:3.4.11.1]	PF00883.24,PF02789.20,PF00639.24	Peptidase_M17,Peptidase_M17_N,Rotamase	504	502	0.9261992619926199	503	0.998015873015873	0.998015873015873	PepB	E	Amino acid transport and metabolism	493	0.9781746031746031	0.9781746031746031	0.998015873015873	3
OG0000406	COG0203	Ribosomal protein L17	K02879	large subunit ribosomal protein L17	PF01196.22	Ribosomal_L17	504	502	0.9261992619926199	502	0.996031746031746	0.996031746031746	RplQ	J	Translation, ribosomal structure and biogenesis	502	0.996031746031746	0.996031746031746	0.996031746031746	1
OG0000407	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	K01726	gamma-carbonic anhydrase [EC:4.2.1.-]	PF00132.27	Hexapep	504	504	0.9298892988929889	504	1	1	PaaY	R	General function prediction only	500	0.9920634920634921	0.9920634920634921	0.9940476190476191	1
OG0000408	COG0263	Glutamate 5-kinase	K00931	glutamate 5-kinase [EC:2.7.2.11]	PF00696.31,PF01472.23	AA_kinase,PUA	504	503	0.9280442804428044	503	0.998015873015873	0.998015873015873	ProB	E	Amino acid transport and metabolism	499	0.9900793650793651	0.9900793650793651	0.996031746031746	2
OG0000409	COG0526	Thiol-disulfide isomerase or thioredoxin	K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	PF00578.24,PF08534.13,PF13905.9	AhpC-TSA,Redoxin,Thioredoxin_8	504	502	0.9261992619926199	504	1	1	TrxA	O	Posttranslational modification, protein turnover, chaperones	27	0.05357142857142857	0.05357142857142857	0.998015873015873	3
OG0000410	COG1770	Protease II	K01354	oligopeptidase B [EC:3.4.21.83]	PF00326.24,PF02897.18	Peptidase_S9,Peptidase_S9_N	504	500	0.922509225092251	503	1	0.998015873015873	PtrB	E	Amino acid transport and metabolism	486	0.9642857142857143	0.9642857142857143	0.996031746031746	2
OG0000411	COG1225	Peroxiredoxin	NA	No Annotation	PF00578.24	AhpC-TSA	504	503	0.9280442804428044	504	1	1	Bcp	O	Posttranslational modification, protein turnover, chaperones	0	0	0	0.9940476190476191	1
OG0000412	COG0206	Cell division GTPase FtsZ	K03531	cell division protein FtsZ	PF00091.28,PF12327.11	Tubulin,FtsZ_C	504	502	0.9261992619926199	500	0.9920634920634921	0.9920634920634921	FtsZ	D	Cell cycle control, cell division, chromosome partitioning	499	0.9900793650793651	0.9900793650793651	0.9900793650793651	2
OG0000413	COG2853	Outer membrane channel MlaA of the intermembrane phospholipid transporter MlaABCDEF complex	K04754	phospholipid-binding lipoprotein MlaA	PF04333.16	MlaA	504	504	0.9298892988929889	502	0.996031746031746	0.996031746031746	MlaA	M	Cell wall/membrane/envelope biogenesis	500	0.9920634920634921	0.9920634920634921	0.996031746031746	1
OG0000414	COG2854	Periplasmic subunit MlaC of the ABC-type intermembrane phospholipid transporter Mla	K07323	phospholipid transport system substrate-binding protein	PF05494.15	MlaC	504	504	0.9298892988929889	504	1	1	MlaC	M	Cell wall/membrane/envelope biogenesis	504	1	1	1	1
OG0000415	COG1825	Ribosomal protein L25 (general stress protein Ctc)	K02897	large subunit ribosomal protein L25	PF01386.22,PF14693.9	Ribosomal_L25p,Ribosomal_TL5_C	504	504	0.9298892988929889	504	1	1	RplY	J	Translation, ribosomal structure and biogenesis	504	1	1	1	2
OG0000416	COG1385	16S rRNA U1498 N3-methylase RsmE	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	PF04452.17,PF20260.1	Methyltrans_RNA,PUA_4	504	504	0.9298892988929889	504	1	1	RsmE	J	Translation, ribosomal structure and biogenesis	501	0.9940476190476191	0.9940476190476191	1	2
OG0000417	COG0100	Ribosomal protein S11	K02948	small subunit ribosomal protein S11	PF00411.22	Ribosomal_S11	504	504	0.9298892988929889	504	1	1	RpsK	J	Translation, ribosomal structure and biogenesis	501	0.9940476190476191	0.9940476190476191	1	1
OG0000418	COG3114	Heme exporter protein D	K02196	heme exporter protein D	PF04995.17	CcmD	504	503	0.9280442804428044	348	0.6904761904761905	0.6904761904761905	CcmD	U	Intracellular trafficking, secretion, and vesicular transport	503	0.998015873015873	0.998015873015873	0.251984126984127	1
OG0000419	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	K00240	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	PF13534.9,PF13085.9	Fer4_17,Fer2_3	504	502	0.9261992619926199	504	1	1	SdhB	C	Energy production and conversion	503	0.998015873015873	0.998015873015873	1	2
OG0000420	COG1220	ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	PF07724.17,PF10431.12,PF07728.17,PF00004.32	AAA_2,ClpB_D2-small,AAA_5,AAA	503	501	0.9243542435424354	503	1	1	HslU	O	Posttranslational modification, protein turnover, chaperones	500	0.9940357852882704	0.9940357852882704	1	4
OG0000421	COG2205	K+-sensing histidine kinase KdpD	K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	PF02518.29,PF00512.28,PF00672.28	HATPase_c,HisKA,HAMP	503	499	0.9206642066420664	264	0.9960238568588469	0.5248508946322068	KdpD	T	Signal transduction mechanisms	457	0.9085487077534792	0.9085487077534792	0.9960238568588469	3
OG0000422	COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	PF02769.25,PF00586.27,PF18072.4	AIRS_C,AIRS,FGAR-AT_linker	503	495	0.9132841328413284	503	1	1	PurL1	F	Nucleotide transport and metabolism	481	0.9602385685884692	0.9562624254473161	1	3
OG0000423	COG0415	Deoxyribodipyrimidine photolyase	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	PF03441.17,PF00875.21,PF03969.19	FAD_binding_7,DNA_photolyase,AFG1_ATPase	503	425	0.7841328413284133	503	1	1	PhrB	L	Replication, recombination and repair	402	0.7992047713717694	0.7992047713717694	0.9960238568588469	3
OG0000424	COG0859	ADP-heptose:LPS heptosyltransferase	NA	No Annotation	PF01075.20	Glyco_transf_9	503	495	0.9132841328413284	503	1	1	RfaF	M	Cell wall/membrane/envelope biogenesis	0	0	0	0.9980119284294234	1
OG0000425	COG0261	Ribosomal protein L21	K02888	large subunit ribosomal protein L21	PF00829.24	Ribosomal_L21p	503	503	0.9280442804428044	501	0.9960238568588469	0.9960238568588469	RplU	J	Translation, ribosomal structure and biogenesis	501	0.9960238568588469	0.9960238568588469	0.9960238568588469	1
OG0000426	COG1043	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	PF13720.9,PF00132.27	Acetyltransf_11,Hexapep	503	481	0.8874538745387454	503	1	1	LpxA	M	Cell wall/membrane/envelope biogenesis	477	0.94831013916501	0.94831013916501	0.9662027833001988	2
OG0000427	COG1974	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	K01356	repressor LexA [EC:3.4.21.88]	PF00717.26,PF01726.19,PF01103.26,PF07244.18	Peptidase_S24,LexA_DNA_bind,Omp85,POTRA	503	503	0.9280442804428044	502	1	0.9980119284294234	LexA	K	Transcription	502	0.9980119284294234	0.9980119284294234	1	4
OG0000428	COG4974	Site-specific tyrosine recombinase XerD	NA	No Annotation	PF00589.25,PF02899.20,PF13495.9	Phage_integrase,Phage_int_SAM_1,Phage_int_SAM_4	503	480	0.8856088560885609	503	1	1	XerD	L	Replication, recombination and repair	0	0	0	0.9920477137176938	3
OG0000429	COG0782	Transcription elongation factor, GreA/GreB family	K03624	transcription elongation factor GreA	PF03449.18,PF01272.22	GreA_GreB_N,GreA_GreB	503	503	0.9280442804428044	503	1	1	GreA	K	Transcription	500	0.9940357852882704	0.9940357852882704	1	2
OG0000430	COG1738	Queuosine precursor transporter YhhQ, DUF165 family	K09125	queuosine precursor transporter	PF02592.18	Vut_1	503	503	0.9280442804428044	503	1	1	YhhQ	J	Translation, ribosomal structure and biogenesis	503	1	1	1	1
OG0000431	COG0389	Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair	K03502	DNA polymerase V	PF13438.9,PF11799.11,PF00817.23,PF11798.11	DUF4113,IMS_C,IMS,IMS_HHH	503	498	0.9188191881918819	502	0.9980119284294234	0.9980119284294234	DinP	L	Replication, recombination and repair	488	0.9701789264413518	0.9701789264413518	1	4
OG0000432	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	K00337	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	PF00146.24	NADHdh	503	502	0.9261992619926199	503	1	1	NuoH	C	Energy production and conversion	491	0.9761431411530815	0.9761431411530815	1	1
OG0000433	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	PF00749.24,PF19269.2	tRNA-synt_1c,Anticodon_2	503	501	0.9243542435424354	503	1	1	GlnS	J	Translation, ribosomal structure and biogenesis	490	0.974155069582505	0.974155069582505	0.9980119284294234	2
OG0000434	COG0134	Indole-3-glycerol phosphate synthase	NA	No Annotation	PF00218.24,PF00425.21	IGPS,Chorismate_bind	503	497	0.9169741697416974	501	0.9980119284294234	0.9960238568588469	TrpC	E	Amino acid transport and metabolism	0	0	0	0.9980119284294234	2
OG0000435	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	K02109	F-type H+-transporting ATPase subunit b	PF00430.21,PF02326.18	ATP-synt_B,YMF19	503	501	0.9243542435424354	502	0.9980119284294234	0.9980119284294234	AtpF	C	Energy production and conversion	500	0.9940357852882704	0.9940357852882704	0.9940357852882704	2
OG0000436	COG1282	NAD/NADP transhydrogenase beta subunit	K00325	H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	PF02233.19	PNTB	503	501	0.9243542435424354	502	0.9980119284294234	0.9980119284294234	PntB	C	Energy production and conversion	494	0.9821073558648111	0.9821073558648111	1	1
OG0000437	COG3030	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	K07113	UPF0716 protein FxsA	PF04186.16	FxsA	503	502	0.9261992619926199	503	1	1	FxsA	R	General function prediction only	502	0.9980119284294234	0.9980119284294234	1	1
OG0000438	COG3203	Outer membrane porin OmpC/OmpF/PhoE	NA	No Annotation	PF13609.9	Porin_4	503	474	0.8745387453874539	278	0.562624254473161	0.5526838966202783	OmpC	M	Cell wall/membrane/envelope biogenesis	0	0	0	0.7673956262425448	1
OG0000439	COG0030	rRNA adenine N6-methylase, includes 16S rRNA A1518 and A1519 N6-dimethyltransferase  RsmA/KsgA/DIM  and 23S rRNA A2058 N6-methylase ErmO/TlrD (may also have DNA glycosylase/AP lyase activity)	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	PF00398.23,PF13847.9,PF08241.15,PF13649.9	RrnaAD,Methyltransf_31,Methyltransf_11,Methyltransf_25	502	481	0.8874538745387454	483	0.9940239043824701	0.9621513944223108	RsmA	J	Translation, ribosomal structure and biogenesis	289	0.5756972111553785	0.5756972111553785	0.9800796812749004	4
OG0000440	COG0794	D-arabinose 5-phosphate isomerase GutQ	K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	PF00571.31,PF01380.25	CBS,SIS	502	496	0.915129151291513	495	1	0.9860557768924303	GutQ	G	Carbohydrate transport and metabolism	495	0.9860557768924303	0.9860557768924303	0.9960159362549801	2
OG0000441	COG1280	Threonine/homoserine/homoserine lactone efflux protein	K05834	homoserine/homoserine lactone efflux protein	PF01810.21	LysE	502	421	0.7767527675276753	499	0.9940239043824701	0.9940239043824701	RhtB	E	Amino acid transport and metabolism	317	0.6314741035856574	0.6314741035856574	0.9940239043824701	1
OG0000442	COG0112	Glycine/serine hydroxymethyltransferase	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	PF00464.22	SHMT	502	498	0.9188191881918819	502	1	1	GlyA	E	Amino acid transport and metabolism	502	1	1	1	1
OG0000443	COG0408	Coproporphyrinogen-III oxidase HemH, oxygen-dependent	K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]	PF01218.21	Coprogen_oxidas	502	497	0.9169741697416974	502	1	1	HemF	H	Coenzyme transport and metabolism	500	0.9960159362549801	0.9960159362549801	0.9960159362549801	1
OG0000444	COG0284	Orotidine-5'-phosphate decarboxylase	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	PF00215.27,PF00216.24	OMPdecase,Bac_DNA_binding	502	499	0.9206642066420664	501	0.99800796812749	0.99800796812749	PyrF	F	Nucleotide transport and metabolism	393	0.7828685258964143	0.7828685258964143	0.9960159362549801	2
OG0000445	COG0254	Ribosomal protein L31	K02909	large subunit ribosomal protein L31	PF01197.21	Ribosomal_L31	502	502	0.9261992619926199	502	1	1	RpmE	J	Translation, ribosomal structure and biogenesis	502	1	1	1	1
OG0000446	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	PF01702.21	TGT	502	497	0.9169741697416974	502	1	1	Tgt	J	Translation, ribosomal structure and biogenesis	488	0.9721115537848606	0.9721115537848606	1	1
OG0000447	COG0114	Fumarate hydratase class II	K01679	fumarate hydratase, class II [EC:4.2.1.2]	PF00206.23,PF10415.12	Lyase_1,FumaraseC_C	502	500	0.922509225092251	502	1	1	FumC	C	Energy production and conversion	495	0.9860557768924303	0.9860557768924303	1	2
OG0000448	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	K02356	elongation factor P	PF01132.23,PF08207.15,PF09285.14	EFP,EFP_N,Elong-fact-P_C	502	502	0.9261992619926199	502	1	1	Efp	J	Translation, ribosomal structure and biogenesis	502	1	1	1	3
